"elevation","aspect","slope","horizontal_distance_to_hydrology","vertical_distance_to_hydrology","horizontal_distance_to_roadways","hillshade_9am","hillshade_noon","hillshade_3pm","horizontal_distance_to_fire_points","wilderness_area","soil_type","lodgepole_pine"
3033,296,15,85,20,3186,177,234,198,408,"wilderness_area_1","soil_type_29","0"
2902,93,15,30,7,949,243,215,98,2160,"wilderness_area_1","soil_type_23","0"
3191,94,7,0,0,5070,231,230,132,1907,"wilderness_area_1","soil_type_22","0"
3020,37,5,108,9,3369,220,229,146,306,"wilderness_area_1","soil_type_29","0"
3060,1,12,85,5,3568,203,218,152,324,"wilderness_area_1","soil_type_29","0"
2859,45,20,256,-12,402,221,193,98,1558,"wilderness_area_1","soil_type_29","1"
3227,141,3,120,6,4629,225,238,149,1999,"wilderness_area_1","soil_type_22","0"
3218,63,11,450,35,5635,230,218,121,2099,"wilderness_area_1","soil_type_22","0"
3200,0,9,228,105,4924,206,222,154,1846,"wilderness_area_1","soil_type_29","0"
3038,96,5,127,11,1945,228,233,139,1549,"wilderness_area_1","soil_type_23","0"
3210,100,4,0,0,4842,227,234,142,1879,"wilderness_area_1","soil_type_22","0"
3206,261,6,384,20,6025,206,243,176,1889,"wilderness_area_1","soil_type_22","1"
3194,45,3,582,11,5356,220,233,150,2177,"wilderness_area_1","soil_type_19","0"
3126,22,31,60,31,4685,185,159,94,1544,"wilderness_area_1","soil_type_23","0"
2910,330,13,30,4,966,189,224,174,2154,"wilderness_area_1","soil_type_29","0"
2757,59,28,150,70,170,228,170,57,1292,"wilderness_area_1","soil_type_29","0"
3201,78,7,60,-4,4972,229,228,132,1805,"wilderness_area_1","soil_type_22","0"
3195,45,3,591,-25,5370,220,233,150,2147,"wilderness_area_1","soil_type_19","0"
3193,34,2,618,98,5292,219,235,153,2160,"wilderness_area_1","soil_type_19","0"
3213,347,13,212,118,4904,195,218,162,1779,"wilderness_area_1","soil_type_29","0"
2992,48,12,108,-3,1594,224,214,122,1928,"wilderness_area_1","soil_type_30","1"
2875,45,17,351,-1,417,222,201,107,1556,"wilderness_area_1","soil_type_29","1"
3041,325,12,201,32,2692,190,227,176,794,"wilderness_area_1","soil_type_23","0"
3074,324,17,382,-8,2460,175,220,184,1031,"wilderness_area_1","soil_type_29","0"
3199,272,5,242,13,5926,205,242,175,1765,"wilderness_area_1","soil_type_22","1"
3135,70,21,182,73,4030,237,193,77,671,"wilderness_area_1","soil_type_29","1"
3020,99,3,42,1,3108,224,235,146,379,"wilderness_area_1","soil_type_29","0"
3059,324,17,295,54,2613,175,220,184,878,"wilderness_area_1","soil_type_29","0"
3030,144,6,30,2,1954,230,239,143,1565,"wilderness_area_1","soil_type_23","0"
2946,32,12,0,0,1276,217,214,130,2283,"wilderness_area_1","soil_type_23","1"
3189,53,12,150,17,5457,227,214,119,1651,"wilderness_area_1","soil_type_29","1"
3172,291,3,319,10,4332,210,239,167,1024,"wilderness_area_1","soil_type_29","0"
3140,73,22,190,78,4049,239,192,72,666,"wilderness_area_1","soil_type_29","1"
3031,117,6,30,-3,2021,231,234,136,1503,"wilderness_area_1","soil_type_23","0"
2952,26,13,30,3,1289,213,211,132,2282,"wilderness_area_1","soil_type_29","0"
3205,270,5,234,17,5968,207,241,173,1728,"wilderness_area_1","soil_type_22","1"
3212,49,5,424,-8,5586,222,228,141,2012,"wilderness_area_1","soil_type_22","0"
3234,309,13,450,139,5145,183,231,188,1981,"wilderness_area_1","soil_type_29","0"
3081,100,11,150,21,2258,238,226,118,1261,"wilderness_area_1","soil_type_30","0"
2908,52,12,446,31,525,226,215,121,1655,"wilderness_area_1","soil_type_29","1"
3208,83,4,108,13,4753,225,233,143,1722,"wilderness_area_1","soil_type_22","0"
3239,18,8,300,144,4934,214,223,145,1710,"wilderness_area_1","soil_type_29","0"
3172,324,2,234,10,4416,214,236,160,1080,"wilderness_area_1","soil_type_29","0"
3078,99,11,175,15,3742,239,224,114,272,"wilderness_area_1","soil_type_29","1"
2962,327,16,150,39,1048,179,220,180,2201,"wilderness_area_1","soil_type_29","0"
3239,44,17,285,144,4876,222,200,108,1620,"wilderness_area_1","soil_type_29","0"
3170,256,2,170,8,4482,214,240,163,1140,"wilderness_area_1","soil_type_29","0"
3167,135,3,362,21,4292,224,238,149,900,"wilderness_area_1","soil_type_29","0"
3112,61,6,216,29,2420,225,227,136,1110,"wilderness_area_1","soil_type_29","1"
2965,14,16,30,3,1463,203,206,137,2130,"wilderness_area_1","soil_type_29","0"
2971,335,17,95,18,1382,178,214,174,2220,"wilderness_area_1","soil_type_29","0"
2963,42,14,342,59,845,222,209,119,1984,"wilderness_area_1","soil_type_29","1"
2903,57,19,492,217,510,229,197,93,1624,"wilderness_area_1","soil_type_29","1"
3216,61,2,150,-4,4620,221,234,149,1717,"wilderness_area_1","soil_type_38","0"
3067,346,10,218,46,2799,201,225,162,721,"wilderness_area_1","soil_type_29","0"
3097,75,15,127,14,2343,237,212,103,1200,"wilderness_area_1","soil_type_30","0"
2949,0,15,484,56,726,197,211,150,1855,"wilderness_area_1","soil_type_29","1"
3205,302,9,469,-15,5387,195,236,181,1930,"wilderness_area_1","soil_type_22","0"
3219,299,11,541,-4,5311,190,236,186,1950,"wilderness_area_1","soil_type_22","0"
3114,311,15,339,0,2609,179,229,189,932,"wilderness_area_1","soil_type_29","0"
2997,94,12,42,7,1651,239,221,110,1951,"wilderness_area_1","soil_type_30","0"
2974,21,16,190,32,1167,208,205,130,2315,"wilderness_area_1","soil_type_29","0"
3058,105,16,216,23,3711,246,218,96,228,"wilderness_area_1","soil_type_29","0"
3123,317,9,297,8,2590,197,233,175,964,"wilderness_area_1","soil_type_29","1"
3118,63,6,175,27,2448,226,227,135,1114,"wilderness_area_1","soil_type_30","0"
2994,22,14,210,43,1234,210,208,132,2381,"wilderness_area_1","soil_type_29","0"
3212,253,5,170,18,6040,209,243,173,1610,"wilderness_area_1","soil_type_22","1"
3230,293,10,531,4,5317,191,238,187,1900,"wilderness_area_1","soil_type_22","0"
3062,133,10,210,14,3776,236,235,129,295,"wilderness_area_1","soil_type_29","1"
3100,87,14,85,9,2372,240,216,104,1206,"wilderness_area_1","soil_type_30","0"
3274,316,15,272,70,5131,179,226,187,1426,"wilderness_area_1","soil_type_29","1"
3144,116,19,361,80,4191,249,218,89,706,"wilderness_area_1","soil_type_30","1"
3074,329,11,190,47,2922,194,227,173,648,"wilderness_area_1","soil_type_29","0"
3124,90,4,212,9,2552,226,233,143,1031,"wilderness_area_1","soil_type_29","1"
2954,87,10,624,59,711,236,223,118,1825,"wilderness_area_1","soil_type_29","1"
2717,79,50,95,56,108,222,99,0,1276,"wilderness_area_1","soil_type_30","0"
3229,315,1,190,8,5835,216,237,159,1752,"wilderness_area_1","soil_type_22","0"
3161,73,9,0,0,4758,231,223,124,1362,"wilderness_area_1","soil_type_23","0"
2999,31,13,306,47,1221,216,212,129,2356,"wilderness_area_1","soil_type_29","0"
3284,310,11,285,89,5115,189,232,183,1366,"wilderness_area_1","soil_type_29","1"
3221,225,3,258,0,5980,215,242,164,1639,"wilderness_area_1","soil_type_22","0"
3221,31,1,192,0,5670,218,235,154,1746,"wilderness_area_1","soil_type_22","0"
2827,64,28,283,168,295,232,171,53,1452,"wilderness_area_1","soil_type_30","0"
3256,11,5,30,1,4098,215,230,152,1825,"wilderness_area_1","soil_type_38","0"
3188,76,31,67,27,4842,240,168,36,1430,"wilderness_area_1","soil_type_30","0"
3025,41,14,335,57,1382,221,208,119,2352,"wilderness_area_1","soil_type_29","1"
2969,113,2,573,54,886,222,237,151,1999,"wilderness_area_1","soil_type_29","1"
3292,47,17,319,115,5363,224,201,107,1291,"wilderness_area_1","soil_type_29","1"
3178,75,24,67,15,4836,241,188,64,1406,"wilderness_area_1","soil_type_30","0"
3129,128,29,319,69,4250,253,208,62,769,"wilderness_area_1","soil_type_30","1"
3106,344,20,153,-13,2960,176,205,165,685,"wilderness_area_1","soil_type_29","0"
2915,37,12,488,-29,537,219,212,126,1681,"wilderness_area_1","soil_type_29","1"
3198,225,7,60,2,6001,211,247,172,1451,"wilderness_area_1","soil_type_19","1"
3227,352,7,277,1,5567,208,229,158,1683,"wilderness_area_1","soil_type_22","0"
3275,315,9,430,117,5169,195,233,177,1795,"wilderness_area_1","soil_type_29","0"
3249,100,26,201,91,4974,252,196,56,1559,"wilderness_area_1","soil_type_30","0"
3108,135,22,277,48,4228,248,225,94,752,"wilderness_area_1","soil_type_30","1"
3285,57,19,309,98,5437,230,197,94,1239,"wilderness_area_1","soil_type_29","1"
3211,54,14,150,21,5701,228,208,111,1300,"wilderness_area_1","soil_type_29","1"
3142,131,5,30,0,4584,228,237,143,1101,"wilderness_area_1","soil_type_23","0"
3119,130,28,270,45,4294,252,212,69,819,"wilderness_area_1","soil_type_30","1"
3068,130,8,108,12,4006,234,236,133,558,"wilderness_area_1","soil_type_29","0"
3038,60,4,0,0,3690,223,231,144,351,"wilderness_area_1","soil_type_23","0"
3045,334,16,85,20,1771,181,217,174,1978,"wilderness_area_1","soil_type_29","0"
2990,72,12,510,39,1140,233,217,115,2254,"wilderness_area_1","soil_type_29","1"
2918,47,16,421,-26,510,224,203,109,1668,"wilderness_area_1","soil_type_29","1"
3236,64,12,134,17,4584,231,215,114,1399,"wilderness_area_1","soil_type_23","0"
3226,326,5,150,2,5700,206,234,166,1604,"wilderness_area_1","soil_type_22","0"
3272,312,11,459,46,5417,189,232,183,1652,"wilderness_area_1","soil_type_29","0"
3278,312,6,518,52,5368,204,236,171,1670,"wilderness_area_1","soil_type_29","0"
3078,353,8,242,67,1664,207,227,158,2136,"wilderness_area_1","soil_type_29","0"
3076,34,7,295,70,1610,219,225,142,2195,"wilderness_area_1","soil_type_29","1"
3213,37,10,180,19,5742,220,219,133,1237,"wilderness_area_1","soil_type_29","1"
3056,45,1,0,0,3947,219,235,153,553,"wilderness_area_1","soil_type_19","0"
3044,303,11,60,9,3548,189,235,186,424,"wilderness_area_1","soil_type_19","0"
3050,307,14,90,17,3520,180,231,190,430,"wilderness_area_1","soil_type_19","0"
3128,66,3,0,0,2565,222,233,147,1187,"wilderness_area_1","soil_type_29","0"
2973,42,6,509,20,926,221,227,142,2064,"wilderness_area_1","soil_type_29","1"
2923,42,18,330,-21,470,220,198,107,1657,"wilderness_area_1","soil_type_29","1"
3213,163,11,283,50,5041,230,243,144,1566,"wilderness_area_1","soil_type_30","0"
3266,265,14,218,71,4907,183,245,201,1138,"wilderness_area_1","soil_type_29","1"
3265,141,17,474,107,5250,243,233,113,1664,"wilderness_area_1","soil_type_30","0"
3065,117,6,108,3,4193,231,234,136,768,"wilderness_area_1","soil_type_29","0"
3139,16,4,190,4,2836,216,231,152,967,"wilderness_area_1","soil_type_23","1"
3081,58,8,366,70,1626,226,224,132,2242,"wilderness_area_1","soil_type_29","1"
3292,16,7,0,0,3995,214,226,148,1663,"wilderness_area_1","soil_type_23","0"
3290,97,4,469,47,5343,226,234,143,1054,"wilderness_area_1","soil_type_29","1"
3215,242,6,170,-5,6058,209,245,173,1445,"wilderness_area_1","soil_type_22","1"
3277,277,4,421,51,5510,209,240,169,1529,"wilderness_area_1","soil_type_29","0"
3084,289,13,218,51,3435,183,238,195,552,"wilderness_area_1","soil_type_29","0"
2999,36,14,492,22,1073,218,208,123,2214,"wilderness_area_1","soil_type_29","1"
3283,47,16,210,57,4425,224,203,109,1321,"wilderness_area_1","soil_type_29","0"
3091,127,14,85,17,4440,243,230,113,999,"wilderness_area_1","soil_type_29","1"
3140,45,4,120,5,2806,221,231,146,1050,"wilderness_area_1","soil_type_23","1"
3137,63,3,60,2,2751,222,233,146,1101,"wilderness_area_1","soil_type_23","1"
3377,2,24,240,107,3747,180,187,139,1822,"wilderness_area_1","soil_type_40","0"
3129,132,17,180,-26,4678,245,229,106,1221,"wilderness_area_1","soil_type_30","0"
3067,335,13,30,5,4108,189,221,171,745,"wilderness_area_1","soil_type_23","0"
3136,0,3,67,3,2630,215,234,156,1248,"wilderness_area_1","soil_type_23","0"
3174,152,23,228,83,4974,241,234,109,1505,"wilderness_area_1","soil_type_30","0"
3065,324,10,95,16,3606,195,229,174,603,"wilderness_area_1","soil_type_23","0"
3142,51,6,95,7,2804,223,227,139,1107,"wilderness_area_1","soil_type_23","0"
3099,73,6,242,40,1842,227,229,136,2098,"wilderness_area_1","soil_type_29","1"
2984,41,9,234,31,819,221,221,134,2001,"wilderness_area_1","soil_type_29","1"
3320,38,8,240,21,4230,220,222,137,1380,"wilderness_area_1","soil_type_29","0"
3273,123,8,283,34,5470,234,234,131,960,"wilderness_area_1","soil_type_29","1"
3219,28,4,0,0,5855,218,232,150,1123,"wilderness_area_1","soil_type_22","0"
3218,253,6,153,-5,5974,207,244,175,1321,"wilderness_area_1","soil_type_22","0"
3255,140,16,524,42,5484,242,234,116,1454,"wilderness_area_1","soil_type_22","0"
3075,315,16,134,26,3588,175,225,190,636,"wilderness_area_1","soil_type_29","0"
3279,75,15,150,49,4460,237,212,103,1191,"wilderness_area_1","soil_type_29","0"
3248,142,17,497,35,5502,242,234,115,1426,"wilderness_area_1","soil_type_22","0"
3117,162,18,134,32,4791,234,242,130,1343,"wilderness_area_1","soil_type_30","0"
3094,153,13,108,18,4620,235,240,134,1190,"wilderness_area_1","soil_type_29","0"
2925,106,18,108,-14,499,248,215,89,1767,"wilderness_area_1","soil_type_29","1"
3276,279,9,323,33,4927,195,242,186,920,"wilderness_area_1","soil_type_29","1"
3061,101,11,607,50,1557,239,225,115,2468,"wilderness_area_1","soil_type_29","1"
3017,72,12,339,37,1127,233,217,114,2292,"wilderness_area_1","soil_type_29","1"
3258,170,5,390,45,5706,224,242,153,1302,"wilderness_area_1","soil_type_22","0"
3173,112,16,313,82,5210,246,222,100,1531,"wilderness_area_1","soil_type_29","0"
3068,308,11,60,7,3705,190,233,183,720,"wilderness_area_1","soil_type_19","0"
3452,331,21,300,164,3677,168,210,179,1758,"wilderness_area_1","soil_type_40","0"
3341,349,14,150,37,4119,193,215,161,1374,"wilderness_area_1","soil_type_29","0"
3283,191,1,446,43,5095,219,239,157,819,"wilderness_area_1","soil_type_29","1"
3269,112,5,234,24,5392,229,234,139,830,"wilderness_area_1","soil_type_29","1"
3263,130,4,170,20,5482,226,237,145,854,"wilderness_area_1","soil_type_22","1"
3102,158,16,60,11,4905,235,241,131,1466,"wilderness_area_1","soil_type_29","0"
3153,7,28,212,83,4080,174,173,125,845,"wilderness_area_1","soil_type_29","0"
3164,41,10,234,28,2926,221,218,131,1149,"wilderness_area_1","soil_type_29","0"
3152,26,9,190,16,2845,216,220,140,1218,"wilderness_area_1","soil_type_23","0"
3145,28,5,190,9,2737,218,230,148,1315,"wilderness_area_1","soil_type_23","0"
3037,36,6,430,57,1288,220,226,142,2448,"wilderness_area_1","soil_type_29","1"
2989,123,10,127,24,886,237,233,126,2101,"wilderness_area_1","soil_type_29","1"
2804,64,29,150,-15,228,231,168,49,1638,"wilderness_area_1","soil_type_30","1"
3178,90,11,331,87,5256,237,222,114,1465,"wilderness_area_1","soil_type_29","0"
3071,354,7,30,2,3783,208,227,157,782,"wilderness_area_1","soil_type_23","0"
2860,52,23,108,-2,350,225,185,83,1724,"wilderness_area_1","soil_type_30","1"
2758,75,35,134,106,150,237,154,18,1624,"wilderness_area_1","soil_type_30","1"
3227,33,8,234,8,6010,219,223,140,1104,"wilderness_area_1","soil_type_22","0"
3225,291,4,330,1,6051,208,239,169,1144,"wilderness_area_1","soil_type_22","0"
3232,135,3,366,19,5552,224,238,150,1289,"wilderness_area_1","soil_type_23","0"
3166,283,9,400,35,3193,194,241,186,1008,"wilderness_area_1","soil_type_29","1"
3050,37,5,553,70,1449,220,229,145,2605,"wilderness_area_1","soil_type_29","1"
3036,69,8,351,56,1262,229,224,128,2436,"wilderness_area_1","soil_type_29","1"
2868,68,21,134,-15,361,236,193,79,1749,"wilderness_area_1","soil_type_30","1"
3267,283,11,108,24,4726,191,241,190,865,"wilderness_area_1","soil_type_29","1"
3266,139,9,218,25,5351,234,238,135,735,"wilderness_area_1","soil_type_29","1"
3227,17,9,300,10,6066,213,222,145,1129,"wilderness_area_1","soil_type_22","0"
3145,50,41,120,64,3972,203,121,15,874,"wilderness_area_1","soil_type_30","0"
3147,18,7,330,47,2563,215,226,148,1565,"wilderness_area_1","soil_type_29","0"
3082,121,6,513,19,1758,230,235,139,2374,"wilderness_area_1","soil_type_29","1"
2968,111,7,30,3,875,233,232,131,2122,"wilderness_area_1","soil_type_29","1"
3243,18,5,127,8,5824,216,229,150,934,"wilderness_area_1","soil_type_22","0"
3105,102,12,90,14,5056,240,224,111,1549,"wilderness_area_1","soil_type_22","0"
3181,7,6,384,45,3059,213,229,153,1168,"wilderness_area_1","soil_type_29","1"
3377,354,15,85,15,4005,193,212,156,1370,"wilderness_area_1","soil_type_40","0"
3249,11,5,150,13,5788,215,230,152,870,"wilderness_area_1","soil_type_22","0"
3108,259,10,85,7,3677,197,246,187,938,"wilderness_area_1","soil_type_29","0"
3168,21,11,365,32,2817,213,217,140,1425,"wilderness_area_1","soil_type_29","0"
2915,95,13,153,-24,532,240,220,108,1931,"wilderness_area_1","soil_type_29","1"
3261,135,6,170,21,5248,230,237,140,603,"wilderness_area_1","soil_type_29","1"
3127,243,5,170,20,3582,209,244,173,990,"wilderness_area_1","soil_type_29","1"
2979,357,5,42,1,990,213,231,157,2250,"wilderness_area_1","soil_type_29","1"
3241,57,11,400,28,6271,228,217,121,930,"wilderness_area_1","soil_type_22","0"
3225,76,2,228,12,6101,222,235,150,942,"wilderness_area_1","soil_type_19","0"
3279,0,7,234,190,4097,210,227,155,1063,"wilderness_area_1","soil_type_29","0"
3196,61,39,150,98,3987,219,132,0,1036,"wilderness_area_1","soil_type_30","0"
3195,0,6,240,-18,3046,212,229,155,1341,"wilderness_area_1","soil_type_29","1"
3169,28,12,342,-47,2754,215,213,133,1575,"wilderness_area_1","soil_type_23","0"
3289,41,5,240,46,4851,221,228,143,607,"wilderness_area_1","soil_type_29","1"
3165,261,11,319,-48,3327,192,246,193,1195,"wilderness_area_1","soil_type_29","1"
3031,59,10,319,13,1370,228,219,124,2591,"wilderness_area_1","soil_type_29","1"
2923,52,13,272,-16,577,226,211,116,2032,"wilderness_area_1","soil_type_29","1"
3215,215,8,134,11,5607,213,248,171,1065,"wilderness_area_1","soil_type_29","0"
3219,135,3,216,21,5407,224,238,149,1191,"wilderness_area_1","soil_type_29","0"
3274,289,19,319,185,4176,165,235,208,1138,"wilderness_area_1","soil_type_29","1"
3193,29,8,212,-20,2940,217,222,140,1486,"wilderness_area_1","soil_type_29","0"
3002,28,14,30,10,1121,214,210,129,2399,"wilderness_area_1","soil_type_29","1"
3240,135,5,30,0,5294,227,238,144,466,"wilderness_area_1","soil_type_29","1"
3247,329,3,85,2,5534,213,236,161,576,"wilderness_area_1","soil_type_38","0"
3248,311,5,108,5,5564,206,236,169,595,"wilderness_area_1","soil_type_38","0"
3269,0,5,488,37,6073,213,231,156,874,"wilderness_area_1","soil_type_22","0"
3204,347,5,150,-9,3087,210,231,160,1410,"wilderness_area_1","soil_type_29","0"
3172,72,5,270,67,2632,225,231,141,1771,"wilderness_area_1","soil_type_29","0"
3156,61,8,150,37,2523,227,223,129,1866,"wilderness_area_1","soil_type_29","0"
3266,0,4,446,30,5981,214,232,156,875,"wilderness_area_1","soil_type_22","0"
2911,61,23,330,-18,547,232,186,75,2067,"wilderness_area_1","soil_type_29","1"
3238,63,8,306,25,6233,228,223,128,782,"wilderness_area_1","soil_type_22","0"
3128,311,14,85,1,3676,182,230,187,1194,"wilderness_area_1","soil_type_23","0"
3144,320,7,190,1,3569,201,233,171,1224,"wilderness_area_1","soil_type_29","0"
3044,76,6,323,8,1585,228,229,136,2805,"wilderness_area_1","soil_type_29","0"
2945,52,11,335,15,691,226,216,123,2166,"wilderness_area_1","soil_type_29","1"
3299,349,4,120,10,4690,213,233,158,600,"wilderness_area_1","soil_type_29","1"
3302,2,14,150,13,4568,200,213,149,685,"wilderness_area_1","soil_type_29","0"
3253,306,6,120,10,5527,202,236,174,488,"wilderness_area_1","soil_type_38","0"
3206,45,7,108,-8,2955,222,225,138,1637,"wilderness_area_1","soil_type_29","0"
3286,40,7,60,-2,4896,221,224,139,404,"wilderness_area_1","soil_type_29","1"
3283,35,10,42,-1,4926,219,218,134,384,"wilderness_area_1","soil_type_29","1"
3255,315,7,120,12,5525,201,234,172,469,"wilderness_area_1","soil_type_38","0"
3276,315,4,382,33,5795,208,236,167,698,"wilderness_area_1","soil_type_22","0"
3185,58,9,277,-30,2777,227,221,128,1803,"wilderness_area_1","soil_type_29","0"
3165,32,7,212,17,2589,219,224,142,1959,"wilderness_area_1","soil_type_23","0"
3037,106,6,108,9,1376,231,232,135,2674,"wilderness_area_1","soil_type_29","1"
3268,315,4,240,25,5644,208,236,167,551,"wilderness_area_1","soil_type_22","0"
3280,10,4,510,36,5913,215,231,153,741,"wilderness_area_1","soil_type_22","0"
3166,41,26,67,31,3851,213,175,83,1325,"wilderness_area_1","soil_type_30","0"
3153,342,3,124,-7,3636,213,235,159,1368,"wilderness_area_1","soil_type_23","0"
3195,63,4,201,-20,2858,224,231,143,1804,"wilderness_area_1","soil_type_23","0"
2967,45,13,201,37,741,223,210,119,2296,"wilderness_area_1","soil_type_29","1"
3281,333,3,360,36,5762,212,235,161,636,"wilderness_area_1","soil_type_22","0"
3284,309,3,516,32,6062,211,237,165,646,"wilderness_area_1","soil_type_22","0"
3286,315,1,499,34,6092,215,237,160,636,"wilderness_area_1","soil_type_22","0"
